city,date,wfo,product_id,issuance_time,confidence,model_spread_flag,regime,mentioned_today_high_f,observed_high_f,signed_error,abs_error,extraction_failed
AUS,2026-04-29,EWX,202604291047-KEWX-FXUS64-AFDEWX,2026-04-29T10:47:00+00:00,high,False,frontal_passage,90,80.0,10.0,10.0,False
AUS,2026-04-30,EWX,202604301049-KEWX-FXUS64-AFDEWX,2026-04-30T10:49:00+00:00,moderate,False,frontal_passage,,72.0,,,False
AUS,2026-05-01,EWX,202605011147-KEWX-FXUS64-AFDEWX,2026-05-01T11:47:00+00:00,moderate,False,trough,,64.0,,,False
AUS,2026-05-02,EWX,202605021038-KEWX-FXUS64-AFDEWX,2026-05-02T10:38:00+00:00,high,False,stable,75,75.0,0.0,0.0,False
AUS,2026-05-03,EWX,202605031035-KEWX-FXUS64-AFDEWX,2026-05-03T10:35:00+00:00,high,False,ridge,82,80.0,2.0,2.0,False
AUS,2026-05-04,EWX,202605041028-KEWX-FXUS64-AFDEWX,2026-05-04T10:28:00+00:00,moderate,False,ridge,85,83.0,2.0,2.0,False
AUS,2026-05-05,EWX,202605051102-KEWX-FXUS64-AFDEWX,2026-05-05T11:02:00+00:00,moderate,True,frontal_passage,85,86.0,-1.0,1.0,False
AUS,2026-05-06,EWX,202605061104-KEWX-FXUS64-AFDEWX,2026-05-06T11:04:00+00:00,moderate,False,frontal_passage,80,78.0,2.0,2.0,False
AUS,2026-05-07,EWX,202605071107-KEWX-FXUS64-AFDEWX,2026-05-07T11:07:00+00:00,moderate,False,frontal_passage,72,69.0,3.0,3.0,False
AUS,2026-05-08,EWX,202605081046-KEWX-FXUS64-AFDEWX,2026-05-08T10:46:00+00:00,moderate,False,trough,80,81.0,-1.0,1.0,False
AUS,2026-05-09,EWX,202605091038-KEWX-FXUS64-AFDEWX,2026-05-09T10:38:00+00:00,moderate,False,frontal_passage,,89.0,,,False
AUS,2026-05-10,EWX,202605101041-KEWX-FXUS64-AFDEWX,2026-05-10T10:41:00+00:00,high,False,frontal_passage,95,91.0,4.0,4.0,False
AUS,2026-05-11,EWX,202605111037-KEWX-FXUS64-AFDEWX,2026-05-11T10:37:00+00:00,high,False,ridge,82,82.0,0.0,0.0,False
AUS,2026-05-12,EWX,202605121031-KEWX-FXUS64-AFDEWX,2026-05-12T10:31:00+00:00,moderate,False,ridge,,84.0,,,False
AUS,2026-05-13,EWX,202605131026-KEWX-FXUS64-AFDEWX,2026-05-13T10:26:00+00:00,high,False,ridge,90,90.0,0.0,0.0,False
AUS,2026-05-14,EWX,202605141025-KEWX-FXUS64-AFDEWX,2026-05-14T10:25:00+00:00,moderate,False,ridge,,90.0,,,False
AUS,2026-05-15,EWX,202605151041-KEWX-FXUS64-AFDEWX,2026-05-15T10:41:00+00:00,moderate,False,ridge,,90.0,,,False
AUS,2026-05-16,EWX,202605161047-KEWX-FXUS64-AFDEWX,2026-05-16T10:47:00+00:00,moderate,False,ridge,,91.0,,,False
AUS,2026-05-17,EWX,202605171048-KEWX-FXUS64-AFDEWX,2026-05-17T10:48:00+00:00,moderate,True,convective,90,89.0,1.0,1.0,False
AUS,2026-05-18,EWX,202605181051-KEWX-FXUS64-AFDEWX,2026-05-18T10:51:00+00:00,moderate,False,ridge,95,92.0,3.0,3.0,False
LAX,2026-04-09,LOX,202604091046-KLOX-FXUS66-AFDLOX,2026-04-09T10:46:00+00:00,high,False,trough,,72.0,,,False
LAX,2026-04-10,LOX,202604101032-KLOX-FXUS66-AFDLOX,2026-04-10T10:32:00+00:00,moderate,False,frontal_passage,,67.0,,,False
LAX,2026-04-11,LOX,202604111005-KLOX-FXUS66-AFDLOX,2026-04-11T10:05:00+00:00,moderate,True,frontal_passage,68,69.0,-1.0,1.0,False
LAX,2026-04-12,LOX,202604121025-KLOX-FXUS66-AFDLOX,2026-04-12T10:25:00+00:00,moderate,False,frontal_passage,,69.0,,,False
LAX,2026-04-13,LOX,202604131015-KLOX-FXUS66-AFDLOX,2026-04-13T10:15:00+00:00,moderate,False,trough,,66.0,,,False
LAX,2026-04-14,LOX,202604141002-KLOX-FXUS66-AFDLOX,2026-04-14T10:02:00+00:00,low,False,ridge,75,69.0,6.0,6.0,False
LAX,2026-04-15,LOX,202604151014-KLOX-FXUS66-AFDLOX,2026-04-15T10:14:00+00:00,low,True,ridge,,70.0,,,False
LAX,2026-04-16,LOX,202604160929-KLOX-FXUS66-AFDLOX,2026-04-16T09:29:00+00:00,moderate,True,ridge,85,70.0,15.0,15.0,False
LAX,2026-04-17,LOX,202604171003-KLOX-FXUS66-AFDLOX,2026-04-17T10:03:00+00:00,high,False,ridge,,73.0,,,False
LAX,2026-04-18,LOX,202604181057-KLOX-FXUS66-AFDLOX,2026-04-18T10:57:00+00:00,,False,ridge,85,76.0,9.0,9.0,False
LAX,2026-04-19,LOX,202604191040-KLOX-FXUS66-AFDLOX,2026-04-19T10:40:00+00:00,high,True,trough,70,72.0,-2.0,2.0,False
LAX,2026-04-20,LOX,202604200823-KLOX-FXUS66-AFDLOX,2026-04-20T08:23:00+00:00,high,False,frontal_passage,,70.0,,,False
LAX,2026-04-21,LOX,202604210922-KLOX-FXUS66-AFDLOX,2026-04-21T09:22:00+00:00,moderate,False,frontal_passage,,70.0,,,False
LAX,2026-04-22,LOX,202604221007-KLOX-FXUS66-AFDLOX,2026-04-22T10:07:00+00:00,high,False,ridge,70,67.0,3.0,3.0,False
LAX,2026-04-23,LOX,202604230959-KLOX-FXUS66-AFDLOX,2026-04-23T09:59:00+00:00,high,False,ridge,81,72.0,9.0,9.0,False
LAX,2026-04-24,LOX,202604241035-KLOX-FXUS66-AFDLOX,2026-04-24T10:35:00+00:00,moderate,True,trough,,74.0,,,False
LAX,2026-04-25,LOX,202604250949-KLOX-FXUS66-AFDLOX,2026-04-25T09:49:00+00:00,moderate,False,trough,60,66.0,-6.0,6.0,False
LAX,2026-04-26,LOX,202604260940-KLOX-FXUS66-AFDLOX,2026-04-26T09:40:00+00:00,high,False,trough,69,66.0,3.0,3.0,False
LAX,2026-04-27,LOX,202604271101-KLOX-FXUS66-AFDLOX,2026-04-27T11:01:00+00:00,moderate,True,trough,,66.0,,,False
LAX,2026-04-28,LOX,202604281024-KLOX-FXUS66-AFDLOX,2026-04-28T10:24:00+00:00,high,False,other,,69.0,,,False
LAX,2026-04-29,LOX,202604291015-KLOX-FXUS66-AFDLOX,2026-04-29T10:15:00+00:00,high,False,trough,,70.0,,,False
LAX,2026-04-30,LOX,202604301129-KLOX-FXUS66-AFDLOX,2026-04-30T11:29:00+00:00,high,False,ridge,,70.0,,,False
LAX,2026-05-01,LOX,202605010803-KLOX-FXUS66-AFDLOX,2026-05-01T08:03:00+00:00,high,False,ridge,,70.0,,,False
LAX,2026-05-02,LOX,202605020850-KLOX-FXUS66-AFDLOX,2026-05-02T08:50:00+00:00,high,False,trough,,68.0,,,False
LAX,2026-05-03,LOX,202605030943-KLOX-FXUS66-AFDLOX,2026-05-03T09:43:00+00:00,high,False,other,72,67.0,5.0,5.0,False
LAX,2026-05-04,LOX,202605041003-KLOX-FXUS66-AFDLOX,2026-05-04T10:03:00+00:00,high,False,trough,69,68.0,1.0,1.0,False
LAX,2026-05-05,LOX,202605050957-KLOX-FXUS66-AFDLOX,2026-05-05T09:57:00+00:00,high,False,trough,69,66.0,3.0,3.0,False
LAX,2026-05-06,LOX,202605061036-KLOX-FXUS66-AFDLOX,2026-05-06T10:36:00+00:00,,False,ridge,,68.0,,,False
LAX,2026-05-07,LOX,202605071012-KLOX-FXUS66-AFDLOX,2026-05-07T10:12:00+00:00,high,False,ridge,80,68.0,12.0,12.0,False
LAX,2026-05-08,LOX,202605081039-KLOX-FXUS66-AFDLOX,2026-05-08T10:39:00+00:00,high,False,ridge,80,69.0,11.0,11.0,False
LAX,2026-05-09,LOX,202605090959-KLOX-FXUS66-AFDLOX,2026-05-09T09:59:00+00:00,high,False,ridge,90,69.0,21.0,21.0,False
LAX,2026-05-10,LOX,202605101022-KLOX-FXUS66-AFDLOX,2026-05-10T10:22:00+00:00,high,False,ridge,90,70.0,20.0,20.0,False
LAX,2026-05-11,LOX,202605111007-KLOX-FXUS66-AFDLOX,2026-05-11T10:07:00+00:00,moderate,False,ridge,90,67.0,23.0,23.0,False
LAX,2026-05-12,LOX,202605121038-KLOX-FXUS66-AFDLOX,2026-05-12T10:38:00+00:00,high,False,trough,90,67.0,23.0,23.0,False
LAX,2026-05-13,LOX,202605130930-KLOX-FXUS66-AFDLOX,2026-05-13T09:30:00+00:00,high,False,trough,,70.0,,,False
LAX,2026-05-14,LOX,202605141012-KLOX-FXUS66-AFDLOX,2026-05-14T10:12:00+00:00,moderate,False,ridge,,70.0,,,False
LAX,2026-05-15,LOX,202605150827-KLOX-FXUS66-AFDLOX,2026-05-15T08:27:00+00:00,low,False,trough,,68.0,,,False
LAX,2026-05-16,LOX,202605160944-KLOX-FXUS66-AFDLOX,2026-05-16T09:44:00+00:00,high,False,frontal_passage,,70.0,,,False
LAX,2026-05-17,LOX,202605170938-KLOX-FXUS66-AFDLOX,2026-05-17T09:38:00+00:00,moderate,False,trough,,71.0,,,False
LAX,2026-05-18,LOX,202605180935-KLOX-FXUS66-AFDLOX,2026-05-18T09:35:00+00:00,,False,ridge,82,71.0,11.0,11.0,False
MIA,2026-04-09,MFL,202604091154-KMFL-FXUS62-AFDMFL,2026-04-09T11:54:00+00:00,moderate,False,frontal_passage,82,79.0,3.0,3.0,False
MIA,2026-04-10,MFL,202604101106-KMFL-FXUS62-AFDMFL,2026-04-10T11:06:00+00:00,moderate,False,ridge,85,82.0,3.0,3.0,False
MIA,2026-04-11,MFL,202604111208-KMFL-FXUS62-AFDMFL,2026-04-11T12:08:00+00:00,high,False,ridge,80,81.0,-1.0,1.0,False
MIA,2026-04-12,MFL,202604121157-KMFL-FXUS62-AFDMFL,2026-04-12T11:57:00+00:00,high,False,ridge,,81.0,,,False
MIA,2026-04-13,MFL,202604131101-KMFL-FXUS62-AFDMFL,2026-04-13T11:01:00+00:00,high,False,ridge,89,82.0,7.0,7.0,False
MIA,2026-04-14,MFL,202604141101-KMFL-FXUS62-AFDMFL,2026-04-14T11:01:00+00:00,high,False,ridge,85,83.0,2.0,2.0,False
MIA,2026-04-15,MFL,202604151100-KMFL-FXUS62-AFDMFL,2026-04-15T11:00:00+00:00,high,False,ridge,89,81.0,8.0,8.0,False
MIA,2026-04-16,MFL,202604161054-KMFL-FXUS62-AFDMFL,2026-04-16T10:54:00+00:00,high,False,ridge,92,82.0,10.0,10.0,False
MIA,2026-04-17,MFL,202604171118-KMFL-FXUS62-AFDMFL,2026-04-17T11:18:00+00:00,moderate,False,ridge,92,85.0,7.0,7.0,False
MIA,2026-04-18,MFL,202604181112-KMFL-FXUS62-AFDMFL,2026-04-18T11:12:00+00:00,moderate,False,ridge,90,86.0,4.0,4.0,False
MIA,2026-04-19,MFL,202604191134-KMFL-FXUS62-AFDMFL,2026-04-19T11:34:00+00:00,moderate,False,trough,85,88.0,-3.0,3.0,False
MIA,2026-04-20,MFL,202604200811-KMFL-FXUS62-AFDMFL,2026-04-20T08:11:00+00:00,moderate,False,frontal_passage,,86.0,,,False
MIA,2026-04-21,MFL,202604210806-KMFL-FXUS62-AFDMFL,2026-04-21T08:06:00+00:00,high,False,ridge,85,80.0,5.0,5.0,False
MIA,2026-04-22,MFL,202604220829-KMFL-FXUS62-AFDMFL,2026-04-22T08:29:00+00:00,moderate,False,ridge,85,81.0,4.0,4.0,False
MIA,2026-04-23,MFL,202604230805-KMFL-FXUS62-AFDMFL,2026-04-23T08:05:00+00:00,high,False,ridge,85,79.0,6.0,6.0,False
MIA,2026-04-24,MFL,202604240813-KMFL-FXUS62-AFDMFL,2026-04-24T08:13:00+00:00,moderate,False,trough,85,84.0,1.0,1.0,False
MIA,2026-04-25,MFL,202604251100-KMFL-FXUS62-AFDMFL,2026-04-25T11:00:00+00:00,moderate,False,trough,90,85.0,5.0,5.0,False
MIA,2026-04-26,MFL,202604261102-KMFL-FXUS62-AFDMFL,2026-04-26T11:02:00+00:00,moderate,False,trough,85,88.0,-3.0,3.0,False
MIA,2026-04-27,MFL,202604271153-KMFL-FXUS62-AFDMFL,2026-04-27T11:53:00+00:00,moderate,False,frontal_passage,,88.0,,,False
MIA,2026-04-28,MFL,202604281137-KMFL-FXUS62-AFDMFL,2026-04-28T11:37:00+00:00,high,False,ridge,92,86.0,6.0,6.0,False
MIA,2026-04-29,MFL,202604291100-KMFL-FXUS62-AFDMFL,2026-04-29T11:00:00+00:00,high,False,ridge,90,84.0,6.0,6.0,False
MIA,2026-04-30,MFL,202604301050-KMFL-FXUS62-AFDMFL,2026-04-30T10:50:00+00:00,moderate,True,ridge,,87.0,,,False
MIA,2026-05-01,MFL,202605011105-KMFL-FXUS62-AFDMFL,2026-05-01T11:05:00+00:00,moderate,True,ridge,,87.0,,,False
MIA,2026-05-02,MFL,202605021237-KMFL-FXUS62-AFDMFL,2026-05-02T12:37:00+00:00,high,False,ridge,95,94.0,1.0,1.0,False
MIA,2026-05-03,MFL,202605031206-KMFL-FXUS62-AFDMFL,2026-05-03T12:06:00+00:00,high,False,frontal_passage,,82.0,,,False
MIA,2026-05-04,MFL,202605041150-KMFL-FXUS62-AFDMFL,2026-05-04T11:50:00+00:00,moderate,True,frontal_passage,,82.0,,,False
MIA,2026-05-05,MFL,202605051141-KMFL-FXUS62-AFDMFL,2026-05-05T11:41:00+00:00,high,False,ridge,90,88.0,2.0,2.0,False
MIA,2026-05-06,MFL,202605061130-KMFL-FXUS62-AFDMFL,2026-05-06T11:30:00+00:00,moderate,False,ridge,95,88.0,7.0,7.0,False
MIA,2026-05-07,MFL,202605071120-KMFL-FXUS62-AFDMFL,2026-05-07T11:20:00+00:00,high,False,ridge,95,91.0,4.0,4.0,False
MIA,2026-05-08,MFL,202605081154-KMFL-FXUS62-AFDMFL,2026-05-08T11:54:00+00:00,high,False,ridge,90,93.0,-3.0,3.0,False
MIA,2026-05-09,MFL,202605091133-KMFL-FXUS62-AFDMFL,2026-05-09T11:33:00+00:00,high,False,ridge,90,91.0,-1.0,1.0,False
MIA,2026-05-10,MFL,202605101139-KMFL-FXUS62-AFDMFL,2026-05-10T11:39:00+00:00,high,False,ridge,95,91.0,4.0,4.0,False
MIA,2026-05-11,MFL,202605111158-KMFL-FXUS62-AFDMFL,2026-05-11T11:58:00+00:00,moderate,False,frontal_passage,92,90.0,2.0,2.0,False
MIA,2026-05-12,MFL,202605121133-KMFL-FXUS62-AFDMFL,2026-05-12T11:33:00+00:00,high,False,frontal_passage,92,91.0,1.0,1.0,False
MIA,2026-05-13,MFL,202605131118-KMFL-FXUS62-AFDMFL,2026-05-13T11:18:00+00:00,moderate,False,trough,90,94.0,-4.0,4.0,False
MIA,2026-05-14,MFL,202605141118-KMFL-FXUS62-AFDMFL,2026-05-14T11:18:00+00:00,moderate,False,frontal_passage,90,95.0,-5.0,5.0,False
MIA,2026-05-15,MFL,202605151201-KMFL-FXUS62-AFDMFL,2026-05-15T12:01:00+00:00,moderate,False,trough,,93.0,,,False
MIA,2026-05-16,MFL,202605161151-KMFL-FXUS62-AFDMFL,2026-05-16T11:51:00+00:00,moderate,False,ridge,,90.0,,,False
MIA,2026-05-17,MFL,202605171226-KMFL-FXUS62-AFDMFL,2026-05-17T12:26:00+00:00,high,False,ridge,,87.0,,,False
MIA,2026-05-18,MFL,202605180807-KMFL-FXUS62-AFDMFL,2026-05-18T08:07:00+00:00,moderate,True,trough,,87.0,,,False
NYC,2026-04-09,OKX,202604090809-KOKX-FXUS61-AFDOKX,2026-04-09T08:09:00+00:00,moderate,False,other,55,51.0,4.0,4.0,False
NYC,2026-04-10,OKX,202604100919-KOKX-FXUS61-AFDOKX,2026-04-10T09:19:00+00:00,high,False,ridge,,63.0,,,False
NYC,2026-04-11,OKX,202604110836-KOKX-FXUS61-AFDOKX,2026-04-11T08:36:00+00:00,high,False,ridge,62,63.0,-1.0,1.0,False
NYC,2026-04-12,OKX,202604120812-KOKX-FXUS61-AFDOKX,2026-04-12T08:12:00+00:00,high,False,frontal_passage,50,55.0,-5.0,5.0,False
NYC,2026-04-13,OKX,202604131157-KOKX-FXUS61-AFDOKX,2026-04-13T11:57:00+00:00,moderate,False,ridge,80,79.0,1.0,1.0,False
NYC,2026-04-14,OKX,202604141153-KOKX-FXUS61-AFDOKX,2026-04-14T11:53:00+00:00,moderate,True,ridge,,87.0,,,False
NYC,2026-04-15,OKX,202604151206-KOKX-FXUS61-AFDOKX,2026-04-15T12:06:00+00:00,low,True,trough,,90.0,,,False
NYC,2026-04-16,OKX,202604160849-KOKX-FXUS61-AFDOKX,2026-04-16T08:49:00+00:00,moderate,True,frontal_passage,90,89.0,1.0,1.0,False
NYC,2026-04-17,OKX,202604170843-KOKX-FXUS61-AFDOKX,2026-04-17T08:43:00+00:00,high,False,trough,80,81.0,-1.0,1.0,False
NYC,2026-04-18,OKX,202604180850-KOKX-FXUS61-AFDOKX,2026-04-18T08:50:00+00:00,high,False,ridge,70,66.0,4.0,4.0,False
NYC,2026-04-19,OKX,202604190801-KOKX-FXUS61-AFDOKX,2026-04-19T08:01:00+00:00,high,False,frontal_passage,,53.0,,,False
NYC,2026-04-20,OKX,202604200845-KOKX-FXUS61-AFDOKX,2026-04-20T08:45:00+00:00,moderate,False,frontal_passage,,51.0,,,False
NYC,2026-04-21,OKX,202604211130-KOKX-FXUS61-AFDOKX,2026-04-21T11:30:00+00:00,moderate,True,frontal_passage,,54.0,,,False
NYC,2026-04-22,OKX,202604220843-KOKX-FXUS61-AFDOKX,2026-04-22T08:43:00+00:00,high,True,frontal_passage,50,56.0,-6.0,6.0,False
NYC,2026-04-23,OKX,202604230835-KOKX-FXUS61-AFDOKX,2026-04-23T08:35:00+00:00,high,True,trough,79,73.0,6.0,6.0,False
NYC,2026-04-24,OKX,202604240833-KOKX-FXUS61-AFDOKX,2026-04-24T08:33:00+00:00,moderate,True,frontal_passage,52,68.0,-16.0,16.0,False
NYC,2026-04-25,OKX,202604250835-KOKX-FXUS61-AFDOKX,2026-04-25T08:35:00+00:00,moderate,False,trough,50,50.0,0.0,0.0,False
NYC,2026-04-26,OKX,202604261119-KOKX-FXUS61-AFDOKX,2026-04-26T11:19:00+00:00,high,False,trough,,57.0,,,False
NYC,2026-04-27,OKX,202604270831-KOKX-FXUS61-AFDOKX,2026-04-27T08:31:00+00:00,high,True,trough,60,68.0,-8.0,8.0,False
NYC,2026-04-28,OKX,202604281120-KOKX-FXUS61-AFDOKX,2026-04-28T11:20:00+00:00,moderate,True,frontal_passage,60,65.0,-5.0,5.0,False
NYC,2026-04-29,OKX,202604291145-KOKX-FXUS61-AFDOKX,2026-04-29T11:45:00+00:00,high,False,trough,,62.0,,,False
NYC,2026-04-30,OKX,202604300842-KOKX-FXUS61-AFDOKX,2026-04-30T08:42:00+00:00,moderate,True,frontal_passage,59,60.0,-1.0,1.0,False
NYC,2026-05-01,OKX,202605010800-KOKX-FXUS61-AFDOKX,2026-05-01T08:00:00+00:00,moderate,False,ridge,68,64.0,4.0,4.0,False
NYC,2026-05-02,OKX,202605021150-KOKX-FXUS61-AFDOKX,2026-05-02T11:50:00+00:00,moderate,False,frontal_passage,82,61.0,21.0,21.0,False
NYC,2026-05-03,OKX,202605031147-KOKX-FXUS61-AFDOKX,2026-05-03T11:47:00+00:00,high,False,frontal_passage,60,59.0,1.0,1.0,False
NYC,2026-05-04,OKX,202605041153-KOKX-FXUS61-AFDOKX,2026-05-04T11:53:00+00:00,moderate,True,frontal_passage,70,72.0,-2.0,2.0,False
NYC,2026-05-05,OKX,202605051120-KOKX-FXUS61-AFDOKX,2026-05-05T11:20:00+00:00,moderate,True,ridge,80,81.0,-1.0,1.0,False
NYC,2026-05-06,OKX,202605060836-KOKX-FXUS61-AFDOKX,2026-05-06T08:36:00+00:00,moderate,True,frontal_passage,72,71.0,1.0,1.0,False
NYC,2026-05-07,OKX,202605071123-KOKX-FXUS61-AFDOKX,2026-05-07T11:23:00+00:00,moderate,True,trough,60,64.0,-4.0,4.0,False
NYC,2026-05-08,OKX,202605081149-KOKX-FXUS61-AFDOKX,2026-05-08T11:49:00+00:00,high,True,frontal_passage,,63.0,,,False
NYC,2026-05-09,OKX,202605090810-KOKX-FXUS61-AFDOKX,2026-05-09T08:10:00+00:00,high,False,trough,,65.0,,,False
NYC,2026-05-10,OKX,202605100804-KOKX-FXUS61-AFDOKX,2026-05-10T08:04:00+00:00,moderate,True,frontal_passage,80,73.0,7.0,7.0,False
NYC,2026-05-11,OKX,202605111138-KOKX-FXUS61-AFDOKX,2026-05-11T11:38:00+00:00,,False,trough,65,61.0,4.0,4.0,False
NYC,2026-05-12,OKX,202605121156-KOKX-FXUS61-AFDOKX,2026-05-12T11:56:00+00:00,moderate,True,frontal_passage,,66.0,,,False
NYC,2026-05-13,OKX,202605130850-KOKX-FXUS61-AFDOKX,2026-05-13T08:50:00+00:00,high,False,trough,,72.0,,,False
NYC,2026-05-14,OKX,202605140846-KOKX-FXUS61-AFDOKX,2026-05-14T08:46:00+00:00,moderate,True,trough,,66.0,,,False
NYC,2026-05-15,OKX,202605151124-KOKX-FXUS61-AFDOKX,2026-05-15T11:24:00+00:00,moderate,False,ridge,60,66.0,-6.0,6.0,False
NYC,2026-05-16,OKX,202605160851-KOKX-FXUS61-AFDOKX,2026-05-16T08:51:00+00:00,high,False,ridge,,80.0,,,False
NYC,2026-05-17,OKX,202605170834-KOKX-FXUS61-AFDOKX,2026-05-17T08:34:00+00:00,moderate,True,ridge,90,87.0,3.0,3.0,False
NYC,2026-05-18,OKX,202605181120-KOKX-FXUS61-AFDOKX,2026-05-18T11:20:00+00:00,high,False,ridge,,88.0,,,False
PHX,2026-04-09,PSR,202604091018-KPSR-FXUS65-AFDPSR,2026-04-09T10:18:00+00:00,high,False,ridge,95,96.0,-1.0,1.0,False
PHX,2026-04-10,PSR,202604100946-KPSR-FXUS65-AFDPSR,2026-04-10T09:46:00+00:00,moderate,False,ridge,90,92.0,-2.0,2.0,False
PHX,2026-04-11,PSR,202604110943-KPSR-FXUS65-AFDPSR,2026-04-11T09:43:00+00:00,moderate,False,trough,85,92.0,-7.0,7.0,False
PHX,2026-04-12,PSR,202604120921-KPSR-FXUS65-AFDPSR,2026-04-12T09:21:00+00:00,moderate,False,trough,80,83.0,-3.0,3.0,False
PHX,2026-04-13,PSR,202604130838-KPSR-FXUS65-AFDPSR,2026-04-13T08:38:00+00:00,moderate,False,trough,80,81.0,-1.0,1.0,False
PHX,2026-04-14,PSR,202604141005-KPSR-FXUS65-AFDPSR,2026-04-14T10:05:00+00:00,high,False,ridge,82,79.0,3.0,3.0,False
PHX,2026-04-15,PSR,202604150957-KPSR-FXUS65-AFDPSR,2026-04-15T09:57:00+00:00,moderate,False,ridge,85,87.0,-2.0,2.0,False
PHX,2026-04-16,PSR,202604161019-KPSR-FXUS65-AFDPSR,2026-04-16T10:19:00+00:00,moderate,True,trough,,89.0,,,False
PHX,2026-04-17,PSR,202604170949-KPSR-FXUS65-AFDPSR,2026-04-17T09:49:00+00:00,high,False,frontal_passage,,87.0,,,False
PHX,2026-04-18,PSR,202604180932-KPSR-FXUS65-AFDPSR,2026-04-18T09:32:00+00:00,high,False,ridge,90,91.0,-1.0,1.0,False
PHX,2026-04-19,PSR,202604191022-KPSR-FXUS65-AFDPSR,2026-04-19T10:22:00+00:00,high,False,ridge,95,97.0,-2.0,2.0,False
PHX,2026-04-20,PSR,202604201044-KPSR-FXUS65-AFDPSR,2026-04-20T10:44:00+00:00,high,False,ridge,95,96.0,-1.0,1.0,False
PHX,2026-04-21,PSR,202604211053-KPSR-FXUS65-AFDPSR,2026-04-21T10:53:00+00:00,high,False,ridge,90,96.0,-6.0,6.0,False
PHX,2026-04-22,PSR,202604220953-KPSR-FXUS65-AFDPSR,2026-04-22T09:53:00+00:00,high,False,trough,85,90.0,-5.0,5.0,False
PHX,2026-04-23,PSR,202604230948-KPSR-FXUS65-AFDPSR,2026-04-23T09:48:00+00:00,moderate,False,trough,,87.0,,,False
PHX,2026-04-24,PSR,202604240940-KPSR-FXUS65-AFDPSR,2026-04-24T09:40:00+00:00,,False,frontal_passage,90,90.0,0.0,0.0,False
PHX,2026-04-25,PSR,202604250941-KPSR-FXUS65-AFDPSR,2026-04-25T09:41:00+00:00,moderate,False,trough,85,85.0,0.0,0.0,False
